"","TransectYear","ACEMAC","ACHMIL","ACHMOL","ACMAME","ACMBRA","ACMPAR","ACM_SP","ACMWRA","AEGTRI","AGOGRA","AGOHET","AGO_SP","AIRCAR","AMSINT","ANCFIL","ANTARI","ANTCAU","APHOCC","ASTGAM","AVEBAR","BACPIL","BRADIS","BRIMAX","BRIMIN","BROCAR","BRODIA","BROELE","BROHOR","CALAMA","CALMEN","CALCOL","CALLUT","CALMUL","CALOCC","CALO_SP","CALPAU","CALSUB","CALVES","CALY_SP","CARDEN","CARGRA","CARPYC","CAR_SP","CARTUM","CASATT","CASDEN","CASEXS","CENFIT","CENSOL","CENTEN","CERGLO","CHLPOM","CHOPOL","CICQUA","CIRVUL","CLAGYP","CLAPUR","CLA_SP","COLSPA","CONARV","CRACON","CROSET","CUSCAL","CYNECH","CYPERA","DANCAL","DAUPUS","DICCAP","DICCON","DIC_SP","DIPFUL","ELEMAC","ELE_SP","ELYCAP","ELYELY","ELYGLA","ELYTRA","EPIBRA","EPIMIN","EPI_SP","ERINUD","ERIVIM","EROBOT","EROBRA","EROCIC","ERO_SP","ESCCAL","EUPSPA","FESBRO","FESIDA","FESMIC","FESMYU","FESPER","FESRUB","FES_SP","GALDIV","GALPAR","GAL_SP","GASPHL","GERDIS","GERMOL","GER_SP","GILTRI","GITSPE","GRIHIR","HEDRHA","HELECH","HEMCON","HEM_SP","HESSPA","HOLLAN","HORMAR","HYPGLA","HYPPER","HYPRAD","HYP_SP","JUNBUF","JUNEFF","JUNOCC","JUNPAT","JUN_SP","LACSAL","LACSER","LAC_SP","LASGRA","LATANG","LAT_SP","LATSPH","LEOSAX","LEPJEP","LEPNIT","LEPPAR","LEP_SP","LINBIE","LOGGAL","LOG_SP","LOMDAS","LOM_SP","LOMUTR","LOTCOR","LUPBIC","LUPNAN","LUZCOM","LYSARV","LYTHYS","MADEXI","MADGRA","MAD_SP","MEDPOL","MED_SP","MELCAL","MENPUL","MICCAL","MICDOU","MICGRA","MIMGUT","MINDOU","MYODIS","MYOLAT","NAV_SP","PARVIS","PERKEL","PER_SP","PETDUB","PHAAQU","PLACAL","PLAERE","PLALAN","PLANOT","PLA_SP","POLAVI","POASEC","PRIHEN","QUEDUR","RANCAL","RANOCC","RANMUR","RAN_SP","RHASTE","RIGLEP","ROMROS","RUMACE","RUMCRI","RUMOCC","RUM_SP","SANBIP","SANCRA","SAN_SP","SCAPEC","SCLANN","SHEARV","SIDDIP","SIDMAL","SILGAL","SISBEL","SONASP","SONOLE","STARIG","STA_SP","STEMED","STIPUL","TAROVA","THYCUR","TORARV","TRAPOR","TRIALB","TRIANG","TRIBIF","TRICAM","TRICIL","TRIDEP","TRIDUB","TRIF_SP","TRIFUC","TRIGRA","TRIHIR","TRIHYA","TRILAX","TRIMICCEP","TRIMICDON","TRIOLI","TRIPUS","TRISTR","TRISUB","TRIT_SP","TRIVAR","TRIWIL","UNKDIC","UNKMON","UROLIN","VERARV","VICAME","VICHIR","VICSAT","VIC_SP","VICVIL","WYEANG","ZELMUE"
"23","MIX03 2016",0,0,0,0,0.05,0,0.15,0,0,0,0,0,0.15,0,0,0,0,0,0,6.35,0,9.75,0,0.1,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0.05,0,0,0,0,0,2.5,0,0,0,0,0,0.05,0,0,1.25,0.2,0,0,0,0,0.35,0,0,0,0,0,0,0,0.05,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0.05,0,2.2,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.25,0,0,0,0,0.05,0,0,0,0,0.55,0,0,0,0,0,7.2,0.1,0,0,0,0.4,0,0,0,2.15,0,0,0.3,0,0.1,0,0,0.05,0,0,0,0.15,0,0,0,0,0,0.05,0,0,0,0
"24","MIX03 2017",0,0,0,0,0,0.2,0,0,0,0,0,0,0.45,0,0,0,0,0,0,1.55,0,2.35,0,0.25,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0.1,0.6,0.1,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0.15,0.7,0,0,0,0,0,0,0,0.15,0,0.05,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.35,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.05,0,0.8,0,0,0.05,0,0,0.05,0,0,0,0.25,0,0,0,0,0,5.1,0,0,0,0,4.1,0,0,0.4,2.35,0,0,0.3,0,0,0,0.05,2.9,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1
"25","MIX04 2016",0,0,0.1,0.5,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.3,0,1.3,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0.55,0.15,0,0,0,0,0,0.15,0,0,0,0,0,0.2,0,0,0,0,0,0,1.7,0,8.85,0,0,0,0,0,0,0,1.1,0,0.25,0,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,0,0.55,0,0,0,0.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0.35,0,3.2,0,0,0,0.15,0,0,0,0,0.05,0,0,0,0.9,0.15,0,0,0,0,0,0.9,0,0,0,0,0,0.15,0,0.1,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0.15,0.05,0,0.2,0,0,0.8,0,0,0.9,0,0,1.9,0.7,0,0,0.15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.4,0,1.45,0,0
"26","MIX05 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.9,0,0,0.45,0,0.1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1.7,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0.4,0,0,0,8.75,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,2.2,0,0,0,0.1,0.2,0,0.2,0,0.2,0,0.25,0,0,0,0,0.15,0,0,0,0,9.6,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,9.8,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.05,2.5,0,0,0,0,0.2,0,0,0.1,0,0,0.15,0,0,0,0,0.7,0,0,0,0.1,0.05,0,0,0,0.1,0,0,4.7,0,0,0,0.1,0.05,0,0,0,0,0.2,0,0,0,0.65
"27","MIX06 2016",0,0.5,0,0,0,0,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,6.3,0,0,0,0,0,3.8,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0.05,0,0,0,0,0.4,0,0.05,0,0,0.8,0,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0.1,0,1.9,0,0.6,0,0.35,0,0,0,0.5,0,0,0,1,0,0,0.15,0.05,0,0,0,0,1.7,0,0,0,0,0,0,2.7,0,0.4,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.15,0,0,0.45,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,2.05,0,0,0,0,0.05,0,0.1,0,0,0,0,4.05,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.15,0.25,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.15,0,0.7,0,0
"28","MIX06 2017",0,0.1,0,0,0,0,0,0,0,0.3,0,0,0.05,0,0,0,0,0,0,0.8,0,0,0,0,0,2.65,0,4.15,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0.05,0,0.1,0.4,0,0,0,0,0.1,0,0,0,0,0.1,0,0.05,0,0,0.55,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.2,0,0,0,0.25,0,0.75,0,0,0,0.75,0,0,0,0.85,0,0,0.1,0.15,0,0,0,0,0.7,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.05,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,1.4,0,0.1,1.2,0,0,0.05,0.1,0,0,0,0.05,0,0,0,1,0,0,0.05,0.25,0,0,0,0.05,0,0,0.25,0.15,0.1,0,0,0,0,0.35,0,0.55,0,0
"29","MIX07 2016",0,0.4,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,4.1,0,0,0,0.2,0,2.65,0,3,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.4,0,0,0,0,0.1,0,0.7,0,0,1.2,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0.05,0,0.25,0,0,0,1,0,0,0,0.05,0,0,0,2.85,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,100.55,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.05,0.35,0,0,0,0.2,0,0,0,0,0,0,0.15,0,0,0.95,0,0,0.25,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.25,0,0,0.1,0.05,0,0,0,0.1,0,0,0,0.95,0,0,0.4,0.25,0,0,0,0.05,0,0,0.35,0,0,0,0,0,0,0.05,0,0.25,0,0.05
"30","MIX07 2017",0,0.2,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,2.15,0,0,0.05,0.05,0,1.35,0,4.4,0,0,0,0.05,0,0,0,0,0,0,0,0,0,1.25,0,0,0.45,0,0,0,0,0,0.1,0,0,0.15,0,0,0.1,0,0,0,0,0,0,0.8,0,0,2.25,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.85,0,0,0,0.65,0,0,0,0.6,0,0,0.65,0.5,0,0,0,0,0,0,0,0,0,0,0.05,3.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.5,2.3,0,0,0,0.6,0.1,0,0,0,0.05,0,0.3,0,0,0.35,0,0,1.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,1.35,0,0,1.2,0.05,0,0,0.05,0.25,0,0,0,2.35,0,0,0.7,0.8,0,0,0.8,3.8,0,0,0.9,0,0,0,0,0,0,0.65,0,0,0,0
"31","MIX08 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,15.9,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","MIX08 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,13,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","MIX09 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,1.55,0,3.15,0.55,0.15,0,0.05,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.2,0,0.4,0,0.1,0,0,0,0,0,0,3.7,0,0,8.15,0,0,0,0,0,0.05,0,0,0,0,0.05,0.1,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.1,0,0,0,0,0,0.05,0,0.1,0.05,0,0,0,0,0.05,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","MIX09 2017",0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,4.4,0,0,0,0.6,0,0.35,0.95,0.2,0,0.05,0,0.6,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0.6,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0.2,0,2.85,0,0.2,0,0,0,0,0,0,2.35,0,0,15.4,0,0,0,0,0,0.05,0,0,0,0,0,0,0.15,0.25,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.2,0,0,0,0,0,0,0,0.2,0.05,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0.05,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.2
"35","MIX10 2016",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,6.5,0,0,0,0.55,0,0.55,0,0.05,0,0,0,0.45,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0.15,0,0,0,0,0,0,0,0,1.1,0,0,6.65,0.05,0,0,0,0,0.25,0,0,0,0,0.05,0,0.35,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0.35,0.05,0,0,0,0,0,0,0,0.25,0.05,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
"36","MIX10 2017",0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0,7.45,0,0,0,0.7,0,0.7,0,0.2,0,0,0,0.7,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.45,1.25,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,9,0,0.4,0,0.6,0,0,0,0,0,0,0.05,0,1.1,0,0,10.4,0.1,0.05,0,0,0,0.2,0,0,0,0,0,0.05,0.2,0.45,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,0,0.15,0.1,0,0,0,0,0,0,0.5,0,0,0,0.2,1.2,0.05,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0.45
"37","MIX10X 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,1.2,0,0.5,0,0.6,0,0,0,2.15,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,3.45,0,0,0,0,0,0,0,0,1.5,0,0,10.5,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","MIX11 2017",0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,5.6,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0,0.35,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,9.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","MIX12 2017",0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.65,0,1.3,0,0.25,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0.4,0,0.05,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.15,0,0.1,0,0,22.9,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.05,0,0,0.05,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.6,0.15,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.65,0.15,0.05,0,0,0.55,0,0,0,0.5,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.6,0,0,0,0,1.15,0,0,0,0
"40","NAT01 2016",0,0,0,0.35,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0.05,0,0,2.85,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0.2,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.85,0,0,0,0,0,3.75,0,0,0,0,0,0,0.2,0,0,0.05,0.25,0,0,0,0,0,0,0,0.1,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1
"41","NAT01 2017",0,0,0,0.15,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.6,0,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0.5,0,0,0,0,0,0,0.45,0,0,0,1.5,0,0,0,0.05,0,0,0,0.25,0.1,0,0,35,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0.25
"42","NAT02 2016",0,0,0,0,0,0,0,0,0,0.25,0,0,1.65,0,0,0,0,0.05,0,0.7,0,0,0.25,0.3,0.1,0.1,0,3.5,0,0,2.5,0.1,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.05,0,0,0,0,0,0,0.85,0,5.4,0.2,0.05,0,0,0,0,0,0.05,0,0.35,0,0.1,0,0,0,0,0.6,0,1.3,0,0,0,2.05,0,0,0,1.35,0,0,0,1.15,0,0,1.7,0,0,0,0,0.2,0,0,0,0,0,0,0,0.5,0,2.8,0,0,0,0,0,0.8,0.05,0,0,0,2.5,0,0.35,0,0,0,0,0,0.35,0.15,0,0,0,0,0,0.4,0,0,0.8,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,1.4,0,0,3.1,0,0,0,0,0,0,0,0.8,0,0,0,0,0.15,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.75,0,0,0,0,0,2.35,0,0,1.4,0,0,4.45,0.15,0,0,0,0.15,0,0,0,0,0,0,0,0.05,0.2,0.4,0,4.7,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.05
"43","NAT02 2017",0,0,0,0,0,0,0,0,0,0.1,0,0,0.65,0,0,0,0,0,0,1.8,0,0,0.4,0.35,0.05,0.05,0,3.4,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.05,0,0.6,0.05,0,0,0,0,0,0.1,0,0,0.4,0.05,0,0,0.05,0,0,0,0,0,0.8,0,3.1,0,0.1,0.05,0,0,0,0,0,0,0.15,0,0.1,0,0,0,0,0.4,0,0,0,0,0,1.8,0,0,0,0.4,0,0,0,0.25,0,0,0.95,0,0,0,0,0.35,0,0,0,0,0,0,0,1.5,0,0.25,0,0.05,0,0,0,0,0,0,0,0,1.7,0,0.2,0.05,0,0,0,0,0.2,0.15,0,0,0,0,0,0.35,0,0,0.45,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.5,0,0,2.1,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.05,0,0,0,0,0.05,0,0.25,0,0,0,0,0,0.45,0,0,0,0,0,0.55,0,0,0.9,0,0,2.35,0.1,0,0,0.1,0.95,0,0,0,0.1,0,0,0.05,0,0.7,0.3,0,5.75,0,0,0,0,0.1,0,0,0,0,0.3,0,0,0,0
"44","NAT03 2016",0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.1,0,0,3.4,0.25,0,0.25,0,1.65,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,2.9,0,0,0,0,0.1,0,0,0,0,0,0,0.65,0,17.1,0,0.05,0,0,0,0,0,0.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0.1,0,0,0,0.7,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0.85,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.8,0,0.15,0.6,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.7,0,0,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0,0,0,0.05,1.5,0.05,0,0,0,0,2.9,0,0,1.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.1,0,0,0.2,0,0.4,0.05,0.3,0,0
